transaction_id,date,customer_id,product_id,qty,unit_price_idr,revenue_idr,channel
T35402,2025-10-26,,P17,2,12000,24000,GoFood
T35403,2025-10-26,C004,P13,2,50000,100000,Dine-In
T35404,2025-10-26,C019,P16,1,9000,9000,Dine-In
T35405,2025-10-26,C001,P11,4,12000,48000,GrabFood
T35406,2025-10-26,C018,P11,2,12000,24000,Dine-In
T35407,2025-10-26,C005,P11,4,12000,48000,GoFood
T35408,2025-10-26,C016,P15,2,8000,16000,Takeaway
T35409,2025-10-26,C011,P17,7,12000,84000,Dine-In
T35410,2025-10-26,C014,P17,2,12000,24000,GoFood
T35411,2025-10-26,C005,P15,4,8000,32000,Dine-In
T35412,2025-10-26,,P17,1,12000,12000,GrabFood
T35413,2025-10-26,C012,P13,2,50000,100000,GoFood
T35414,2025-10-26,,P11,3,12000,36000,GoFood
T35415,2025-10-26,C012,P12,5,45000,225000,Dine-In
T35416,2025-10-26,C003,P10,2,15000,30000,Takeaway
T35417,2025-10-27,,P13,1,50000,50000,GoFood
T35418,2025-10-27,,P16,4,9000,36000,GrabFood
T35419,2025-10-27,,P17,4,12000,48000,Takeaway
T35420,2025-10-27,C002,P13,2,50000,100000,GoFood
T35421,2025-10-27,C006,P12,2,45000,90000,Takeaway
T35422,2025-10-27,,P17,1,12000,12000,ShopeeFood
T35423,2025-10-27,C003,P15,2,8000,16000,GoFood
T35424,2025-10-27,C002,P16,1,9000,9000,Takeaway
T35425,2025-10-27,C004,P14,1,18000,18000,GrabFood
T35426,2025-10-27,C004,P12,2,45000,90000,Dine-In
T35427,2025-10-27,,P17,6,12000,72000,ShopeeFood
T35428,2025-10-27,C001,P10,3,15000,45000,GrabFood
T35429,2025-10-27,,P17,4,12000,48000,Takeaway
T35430,2025-10-27,C002,P14,4,18000,72000,ShopeeFood
T35431,2025-10-27,C020,P13,1,50000,50000,GoFood
T35432,2025-10-27,C010,P12,2,45000,90000,Dine-In
T35433,2025-10-27,C003,P15,2,8000,16000,GoFood
T35434,2025-10-27,C004,P15,4,8000,32000,Dine-In
T35435,2025-10-27,C020,P11,5,12000,60000,Dine-In
T35436,2025-10-27,C014,P15,2,8000,16000,GrabFood
T35437,2025-10-27,C017,P14,1,18000,18000,GrabFood
T35438,2025-10-27,C001,P10,5,15000,75000,GoFood
T35439,2025-10-27,,P11,2,12000,24000,GoFood
T35440,2025-10-27,C019,P10,2,15000,30000,GrabFood
T35441,2025-10-27,C014,P12,2,45000,90000,ShopeeFood
T35442,2025-10-27,C002,P15,2,8000,16000,Takeaway
T35443,2025-10-27,C020,P11,1,12000,12000,GrabFood
T35444,2025-10-27,C014,P17,5,12000,60000,GoFood
T35445,2025-10-27,C014,P17,2,12000,24000,GrabFood
T35446,2025-10-27,C006,P11,3,12000,36000,GoFood
T35447,2025-10-27,,P10,3,15000,45000,ShopeeFood
T35448,2025-10-27,C009,P14,4,18000,72000,Takeaway
T35449,2025-10-27,C020,P12,1,45000,45000,GoFood
T35450,2025-10-27,C016,P12,2,45000,90000,Takeaway
T35451,2025-10-27,,P12,2,45000,90000,GrabFood
T35452,2025-10-27,,P17,2,12000,24000,Takeaway
T35453,2025-10-27,C008,P12,4,45000,180000,Dine-In
T35454,2025-10-27,C012,P15,2,8000,16000,Dine-In
T35455,2025-10-27,,P12,2,45000,90000,Dine-In
T35456,2025-10-27,,P13,2,50000,100000,GoFood
T35457,2025-10-27,C019,P13,2,50000,100000,GrabFood
T35458,2025-10-27,,P17,1,12000,12000,Dine-In
T35459,2025-10-27,C011,P12,4,45000,180000,Takeaway
T35460,2025-10-27,C005,P16,2,9000,18000,GrabFood
T35461,2025-10-27,C005,P17,1,12000,12000,Dine-In
T35462,2025-10-27,,P11,2,12000,24000,GrabFood
T35463,2025-10-28,C020,P15,1,8000,8000,Dine-In
T35464,2025-10-28,,P10,3,15000,45000,GoFood
T35465,2025-10-28,C003,P16,1,9000,9000,Takeaway
T35466,2025-10-28,,P17,1,12000,12000,Dine-In
T35467,2025-10-28,C019,P16,4,9000,36000,GoFood
T35468,2025-10-28,C020,P17,3,12000,36000,GoFood
T35469,2025-10-28,C006,P12,2,45000,90000,GrabFood
T35470,2025-10-28,C013,P13,2,50000,100000,Takeaway
T35471,2025-10-28,,P17,2,12000,24000,Takeaway
T35472,2025-10-28,,P12,2,45000,90000,ShopeeFood
T35473,2025-10-28,,P15,1,8000,8000,GrabFood
T35474,2025-10-28,C017,P11,4,12000,48000,Takeaway
T35475,2025-10-28,C015,P10,1,15000,15000,Dine-In
T35476,2025-10-28,C003,P11,1,12000,12000,GoFood
T35477,2025-10-28,,P16,3,9000,27000,ShopeeFood
T35478,2025-10-28,,P10,5,15000,75000,GrabFood
T35479,2025-10-28,,P15,2,8000,16000,Dine-In
T35480,2025-10-28,,P14,2,18000,36000,Takeaway
T35481,2025-10-28,C015,P15,5,8000,40000,Dine-In
T35482,2025-10-28,C001,P13,2,50000,100000,GrabFood
T35483,2025-10-28,,P15,1,8000,8000,GrabFood
T35484,2025-10-28,C012,P11,2,12000,24000,GoFood
T35485,2025-10-28,C009,P16,5,9000,45000,ShopeeFood
T35486,2025-10-28,C017,P11,2,12000,24000,GrabFood
T35487,2025-10-28,,P17,4,12000,48000,Dine-In
T35488,2025-10-28,,P12,2,45000,90000,GoFood
T35489,2025-10-28,C008,P17,5,12000,60000,Takeaway
T35490,2025-10-28,C008,P13,2,50000,100000,Dine-In
T35491,2025-10-28,C012,P14,5,18000,90000,GoFood
T35492,2025-10-28,C005,P17,4,12000,48000,GrabFood
T35493,2025-10-28,C017,P16,1,9000,9000,GoFood
T35494,2025-10-28,C006,P16,2,9000,18000,GoFood
T35495,2025-10-28,C007,P11,2,12000,24000,Dine-In
T35496,2025-10-28,C001,P10,1,15000,15000,Takeaway
T35497,2025-10-28,,P14,1,18000,18000,ShopeeFood
T35498,2025-10-28,C005,P14,3,18000,54000,Dine-In
T35499,2025-10-28,C009,P10,2,15000,30000,GrabFood
T35500,2025-10-28,C019,P10,1,15000,15000,Takeaway
T35501,2025-10-28,C016,P14,2,18000,36000,Dine-In
T35502,2025-10-28,C004,P11,2,12000,24000,Takeaway
T35503,2025-10-28,C009,P14,2,18000,36000,GoFood
T35504,2025-10-28,,P17,4,12000,48000,GrabFood
T35505,2025-10-29,C006,P11,2,12000,24000,Takeaway
T35506,2025-10-29,C007,P10,6,15000,90000,Dine-In
T35507,2025-10-29,C020,P16,2,9000,18000,GrabFood
T35508,2025-10-29,C003,P10,2,15000,30000,Takeaway
T35509,2025-10-29,,P12,2,45000,90000,ShopeeFood
T35510,2025-10-29,C020,P16,1,9000,9000,Dine-In
T35511,2025-10-29,,P14,4,18000,72000,ShopeeFood
T35512,2025-10-29,C020,P12,3,45000,135000,GoFood
T35513,2025-10-29,C017,P17,2,12000,24000,Dine-In
T35514,2025-10-29,C015,P13,2,50000,100000,GrabFood
T35515,2025-10-29,C018,P16,1,9000,9000,Dine-In
T35516,2025-10-29,C002,P13,1,50000,50000,GoFood
T35517,2025-10-29,C004,P13,1,50000,50000,GrabFood
T35518,2025-10-29,C015,P12,3,45000,135000,Takeaway
T35519,2025-10-29,C016,P13,3,50000,150000,Dine-In
T35520,2025-10-29,,P10,2,15000,30000,Takeaway
T35521,2025-10-29,,P13,2,50000,100000,ShopeeFood
T35522,2025-10-29,C006,P14,3,18000,54000,ShopeeFood
T35523,2025-10-29,C003,P14,1,18000,18000,GoFood
T35524,2025-10-29,C020,P15,1,8000,8000,ShopeeFood
T35525,2025-10-29,C008,P15,4,8000,32000,GoFood
T35526,2025-10-29,C003,P14,2,18000,36000,GrabFood
T35527,2025-10-29,C018,P16,1,9000,9000,Dine-In
T35528,2025-10-29,C005,P12,4,45000,180000,GoFood
T35529,2025-10-29,C013,P12,1,45000,45000,Dine-In
T35530,2025-10-29,,P12,1,45000,45000,Takeaway
T35531,2025-10-29,C019,P14,3,18000,54000,Dine-In
T35532,2025-10-29,,P10,2,15000,30000,GoFood
T35533,2025-10-29,C010,P17,3,12000,36000,Dine-In
T35534,2025-10-29,C011,P12,3,45000,135000,Takeaway
T35535,2025-10-29,C013,P11,6,12000,72000,Takeaway
T35536,2025-10-29,C018,P16,5,9000,45000,Dine-In
T35537,2025-10-29,,P16,2,9000,18000,GrabFood
T35538,2025-10-29,C009,P13,2,50000,100000,GoFood
T35539,2025-10-29,C006,P13,5,50000,250000,Takeaway
T35540,2025-10-29,C011,P11,3,12000,36000,Dine-In
T35541,2025-10-29,C004,P15,3,8000,24000,Takeaway
T35542,2025-10-29,C020,P14,2,18000,36000,GoFood
T35543,2025-10-29,C016,P16,1,9000,9000,Takeaway
T35544,2025-10-29,,P13,4,50000,200000,Takeaway
T35545,2025-10-29,C005,P12,5,45000,225000,ShopeeFood
T35546,2025-10-29,,P10,4,15000,60000,GoFood
T35547,2025-10-29,C006,P15,2,8000,16000,GoFood
T35548,2025-10-29,,P15,1,8000,8000,ShopeeFood
T35549,2025-10-29,,P10,1,15000,15000,GoFood
T35550,2025-10-29,,P16,2,9000,18000,GoFood
T35551,2025-10-30,C004,P14,2,18000,36000,Takeaway
T35552,2025-10-30,C005,P14,1,18000,18000,GrabFood
T35553,2025-10-30,C016,P11,2,12000,24000,ShopeeFood
T35554,2025-10-30,,P14,4,18000,72000,Dine-In
T35555,2025-10-30,C019,P13,5,50000,250000,GoFood
T35556,2025-10-30,,P14,2,18000,36000,GrabFood
T35557,2025-10-30,,P14,4,18000,72000,GoFood
T35558,2025-10-30,,P12,2,45000,90000,GrabFood
T35559,2025-10-30,C008,P15,2,8000,16000,GrabFood
T35560,2025-10-30,C001,P11,2,12000,24000,GrabFood
T35561,2025-10-30,C008,P10,1,15000,15000,Takeaway
T35562,2025-10-30,C015,P15,1,8000,8000,Takeaway
T35563,2025-10-30,,P10,6,15000,90000,GoFood
T35564,2025-10-30,,P13,1,50000,50000,GoFood
T35565,2025-10-30,,P10,2,15000,30000,Takeaway
T35566,2025-10-30,C001,P12,1,45000,45000,ShopeeFood
T35567,2025-10-30,,P17,4,12000,48000,Takeaway
T35568,2025-10-30,C010,P12,3,45000,135000,GrabFood
T35569,2025-10-30,C007,P16,2,9000,18000,GrabFood
T35570,2025-10-30,,P14,2,18000,36000,Dine-In
T35571,2025-10-30,C012,P13,1,50000,50000,GoFood
T35572,2025-10-30,C012,P16,3,9000,27000,Dine-In
T35573,2025-10-30,,P10,1,15000,15000,ShopeeFood
T35574,2025-10-30,C006,P13,1,50000,50000,Dine-In
T35575,2025-10-30,C002,P13,2,50000,100000,Dine-In
T35576,2025-10-30,C016,P15,1,8000,8000,GoFood
T35577,2025-10-30,C019,P16,4,9000,36000,ShopeeFood
T35578,2025-10-30,C019,P10,1,15000,15000,Dine-In
T35579,2025-10-30,,P16,1,9000,9000,Dine-In
T35580,2025-10-30,C015,P12,4,45000,180000,GrabFood
T35581,2025-10-30,C016,P17,1,12000,12000,Dine-In
T35582,2025-10-30,,P15,1,8000,8000,Dine-In
T35583,2025-10-30,C017,P13,3,50000,150000,GrabFood
T35584,2025-10-30,,P14,1,18000,18000,GoFood
T35585,2025-10-30,C012,P17,2,12000,24000,Dine-In
T35586,2025-10-30,C011,P17,6,12000,72000,Dine-In
T35587,2025-10-30,C014,P10,2,15000,30000,Takeaway
T35588,2025-10-30,C003,P13,2,50000,100000,Takeaway
T35589,2025-10-30,C005,P16,1,9000,9000,Takeaway
T35590,2025-10-30,C001,P17,6,12000,72000,GrabFood
T35591,2025-10-30,C004,P15,2,8000,16000,GoFood
T35592,2025-10-31,C011,P10,8,15000,120000,ShopeeFood
T35593,2025-10-31,,P17,1,12000,12000,GrabFood
T35594,2025-10-31,C012,P17,3,12000,36000,ShopeeFood
T35595,2025-10-31,C019,P15,1,8000,8000,GoFood
T35596,2025-10-31,C013,P16,4,9000,36000,Dine-In
T35597,2025-10-31,C017,P17,2,12000,24000,Dine-In
T35598,2025-10-31,C010,P12,1,45000,45000,GoFood
T35599,2025-10-31,C015,P14,5,18000,90000,GoFood
T35600,2025-10-31,C001,P17,3,12000,36000,Dine-In
T35601,2025-10-31,C012,P15,3,8000,24000,GoFood
T35602,2025-10-31,C004,P11,2,12000,24000,Takeaway
T35603,2025-10-31,C018,P11,2,12000,24000,ShopeeFood
T35604,2025-10-31,C018,P17,3,12000,36000,GoFood
T35605,2025-10-31,C020,P17,3,12000,36000,GrabFood
T35606,2025-10-31,C002,P17,2,12000,24000,Dine-In
T35607,2025-10-31,,P11,2,12000,24000,GrabFood
T35608,2025-10-31,C020,P10,3,15000,45000,Takeaway
T35609,2025-10-31,C012,P14,1,18000,18000,Dine-In
T35610,2025-10-31,,P12,2,45000,90000,Takeaway
T35611,2025-10-31,,P16,3,9000,27000,GoFood
T35612,2025-10-31,C007,P12,1,45000,45000,GrabFood
T35613,2025-10-31,C001,P11,1,12000,12000,GrabFood
T35614,2025-10-31,C003,P13,1,50000,50000,ShopeeFood
T35615,2025-10-31,C010,P14,1,18000,18000,GrabFood
T35616,2025-10-31,C004,P13,2,50000,100000,GrabFood
T35617,2025-10-31,C020,P11,2,12000,24000,GoFood
T35618,2025-10-31,C019,P14,1,18000,18000,ShopeeFood
T35619,2025-10-31,C006,P13,1,50000,50000,Dine-In
T35620,2025-10-31,C009,P16,4,9000,36000,GoFood
T35621,2025-10-31,,P13,2,50000,100000,ShopeeFood
T35622,2025-10-31,,P12,2,45000,90000,Dine-In
T35623,2025-10-31,,P13,1,50000,50000,GoFood
T35624,2025-10-31,C019,P11,2,12000,24000,GoFood
T35625,2025-10-31,C019,P15,1,8000,8000,GoFood
T35626,2025-10-31,C010,P14,1,18000,18000,Dine-In
T35627,2025-10-31,,P11,2,12000,24000,GoFood
T35628,2025-10-31,C016,P10,4,15000,60000,ShopeeFood
T35629,2025-10-31,C017,P15,2,8000,16000,ShopeeFood
T35630,2025-10-31,C019,P11,1,12000,12000,Takeaway
T35631,2025-10-31,,P14,4,18000,72000,GoFood
T35632,2025-10-31,C010,P16,1,9000,9000,Takeaway
T35633,2025-10-31,,P16,2,9000,18000,Dine-In
T35634,2025-10-31,,P13,1,50000,50000,ShopeeFood
T35635,2025-10-31,,P17,1,12000,12000,Dine-In
T35636,2025-10-31,C020,P16,1,9000,9000,ShopeeFood
T35637,2025-10-31,C017,P15,3,8000,24000,Dine-In
T35638,2025-11-01,,P14,2,18000,36000,GoFood
T35639,2025-11-01,,P12,1,45000,45000,GrabFood
T35640,2025-11-01,,P11,4,12000,48000,Takeaway
T35641,2025-11-01,C004,P15,1,8000,8000,GrabFood
T35642,2025-11-01,C019,P13,1,50000,50000,ShopeeFood
T35643,2025-11-01,C020,P16,1,9000,9000,GoFood
T35644,2025-11-01,C019,P11,1,12000,12000,GoFood
T35645,2025-11-01,,P10,2,15000,30000,Takeaway
T35646,2025-11-01,C014,P10,3,15000,45000,GoFood
T35647,2025-11-01,C020,P13,1,50000,50000,Takeaway
T35648,2025-11-01,C005,P14,2,18000,36000,Takeaway
T35649,2025-11-01,C010,P11,3,12000,36000,Takeaway
T35650,2025-11-01,C002,P16,3,9000,27000,ShopeeFood
T35651,2025-11-01,C013,P17,1,12000,12000,Takeaway
T35652,2025-11-01,,P16,2,9000,18000,GrabFood
T35653,2025-11-01,,P16,1,9000,9000,Dine-In
T35654,2025-11-01,C007,P10,2,15000,30000,GrabFood
T35655,2025-11-01,C017,P12,1,45000,45000,Dine-In
T35656,2025-11-01,C009,P14,5,18000,90000,Takeaway
T35657,2025-11-01,,P10,2,15000,30000,GoFood
T35658,2025-11-01,C003,P10,1,15000,15000,GoFood
T35659,2025-11-01,C002,P12,3,45000,135000,GoFood
T35660,2025-11-01,C001,P11,1,12000,12000,GoFood
T35661,2025-11-01,C003,P13,1,50000,50000,GoFood
T35662,2025-11-01,C007,P13,4,50000,200000,Dine-In
T35663,2025-11-01,C017,P17,6,12000,72000,Dine-In
T35664,2025-11-01,C009,P12,1,45000,45000,Takeaway
T35665,2025-11-01,C018,P10,4,15000,60000,Dine-In
T35666,2025-11-01,C019,P17,4,12000,48000,GoFood
T35667,2025-11-01,,P17,1,12000,12000,GoFood
T35668,2025-11-01,,P15,1,8000,8000,Takeaway
T35669,2025-11-01,,P10,2,15000,30000,Takeaway
T35670,2025-11-01,,P10,1,15000,15000,GrabFood
T35671,2025-11-01,C009,P13,5,50000,250000,GrabFood
T35672,2025-11-01,C020,P12,2,45000,90000,Dine-In
T35673,2025-11-01,C020,P14,1,18000,18000,Dine-In
T35674,2025-11-01,C002,P10,3,15000,45000,Takeaway
T35675,2025-11-01,C015,P10,3,15000,45000,GoFood
T35676,2025-11-01,C001,P13,1,50000,50000,Takeaway
T35677,2025-11-01,C005,P11,1,12000,12000,ShopeeFood
T35678,2025-11-01,C019,P13,2,50000,100000,Takeaway
T35679,2025-11-01,C005,P14,1,18000,18000,ShopeeFood
T35680,2025-11-01,C017,P10,2,15000,30000,Dine-In
T35681,2025-11-01,C019,P12,1,45000,45000,ShopeeFood
T35682,2025-11-01,,P17,2,12000,24000,Takeaway
T35683,2025-11-01,,P13,2,50000,100000,Dine-In
T35684,2025-11-01,C005,P11,2,12000,24000,GrabFood
T35685,2025-11-01,C009,P11,2,12000,24000,GoFood
T35686,2025-11-01,,P10,4,15000,60000,ShopeeFood
T35687,2025-11-01,,P12,1,45000,45000,Takeaway
T35688,2025-11-01,C017,P14,1,18000,18000,Dine-In
T35689,2025-11-01,C012,P12,5,45000,225000,GoFood
T35690,2025-11-01,C015,P17,2,12000,24000,Takeaway
T35691,2025-11-01,,P15,2,8000,16000,GrabFood
T35692,2025-11-01,C013,P12,1,45000,45000,GrabFood
T35693,2025-11-01,C014,P15,2,8000,16000,GoFood
T35694,2025-11-01,,P17,4,12000,48000,Dine-In
T35695,2025-11-01,,P16,1,9000,9000,Dine-In
T35696,2025-11-01,,P17,1,12000,12000,Dine-In
T35697,2025-11-01,C012,P16,1,9000,9000,Takeaway
T35698,2025-11-01,C008,P11,1,12000,12000,GoFood
T35699,2025-11-01,,P14,1,18000,18000,GoFood
T35700,2025-11-01,,P14,2,18000,36000,Dine-In
T35701,2025-11-01,,P13,6,50000,300000,ShopeeFood
T35702,2025-11-02,,P15,1,8000,8000,GoFood
T35703,2025-11-02,C008,P17,1,12000,12000,Dine-In
T35704,2025-11-02,C017,P16,3,9000,27000,GoFood
T35705,2025-11-02,,P14,5,18000,90000,ShopeeFood
T35706,2025-11-02,C008,P17,2,12000,24000,GoFood
T35707,2025-11-02,C020,P11,1,12000,12000,Takeaway
T35708,2025-11-02,C003,P13,1,50000,50000,GoFood
T35709,2025-11-02,,P12,5,45000,225000,GoFood
T35710,2025-11-02,,P15,1,8000,8000,Takeaway
T35711,2025-11-02,C017,P14,2,18000,36000,ShopeeFood
T35712,2025-11-02,,P15,1,8000,8000,Takeaway
T35713,2025-11-02,C019,P14,2,18000,36000,Dine-In
T35714,2025-11-02,C002,P10,2,15000,30000,Dine-In
T35715,2025-11-02,C019,P15,2,8000,16000,GoFood
T35716,2025-11-02,,P12,3,45000,135000,GoFood
T35717,2025-11-02,C016,P15,2,8000,16000,GoFood
T35718,2025-11-02,C012,P17,1,12000,12000,Dine-In
T35719,2025-11-02,C011,P17,6,12000,72000,Takeaway
T35720,2025-11-02,C018,P13,2,50000,100000,GoFood
T35721,2025-11-02,,P16,5,9000,45000,Dine-In
T35722,2025-11-02,,P12,2,45000,90000,GoFood
T35723,2025-11-02,C017,P16,1,9000,9000,Dine-In
T35724,2025-11-02,,P16,2,9000,18000,ShopeeFood
T35725,2025-11-02,C009,P15,3,8000,24000,Dine-In
T35726,2025-11-02,C006,P11,4,12000,48000,Dine-In
T35727,2025-11-02,C013,P10,1,15000,15000,Dine-In
T35728,2025-11-02,C009,P12,5,45000,225000,GoFood
T35729,2025-11-02,C010,P16,4,9000,36000,GoFood
T35730,2025-11-02,,P17,2,12000,24000,GoFood
T35731,2025-11-02,C001,P10,1,15000,15000,Dine-In
T35732,2025-11-02,C012,P17,1,12000,12000,GrabFood
T35733,2025-11-02,,P17,1,12000,12000,Takeaway
T35734,2025-11-02,C001,P14,2,18000,36000,Takeaway
T35735,2025-11-02,C017,P11,1,12000,12000,Dine-In
T35736,2025-11-02,,P10,3,15000,45000,GrabFood
T35737,2025-11-02,C007,P10,1,15000,15000,Takeaway
T35738,2025-11-02,C012,P10,3,15000,45000,Takeaway
T35739,2025-11-02,C010,P15,3,8000,24000,ShopeeFood
T35740,2025-11-02,,P10,5,15000,75000,GrabFood
T35741,2025-11-02,C004,P10,1,15000,15000,Takeaway
T35742,2025-11-02,C013,P11,1,12000,12000,ShopeeFood
T35743,2025-11-02,C013,P11,1,12000,12000,GoFood
T35744,2025-11-02,,P16,1,9000,9000,Dine-In
T35745,2025-11-02,C005,P10,1,15000,15000,GrabFood
T35746,2025-11-02,,P11,1,12000,12000,ShopeeFood
T35747,2025-11-02,,P13,2,50000,100000,Dine-In
T35748,2025-11-02,C010,P12,4,45000,180000,GoFood
T35749,2025-11-02,C003,P14,4,18000,72000,GrabFood
T35750,2025-11-02,,P15,1,8000,8000,GoFood
T35751,2025-11-02,,P13,1,50000,50000,ShopeeFood
T35752,2025-11-02,C007,P14,1,18000,18000,GrabFood
T35753,2025-11-02,,P12,5,45000,225000,GrabFood
T35754,2025-11-02,C004,P15,1,8000,8000,Dine-In
T35755,2025-11-02,,P10,1,15000,15000,GoFood
T35756,2025-11-02,C018,P10,2,15000,30000,GrabFood
T35757,2025-11-02,C010,P16,5,9000,45000,GoFood
T35758,2025-11-02,C006,P16,6,9000,54000,GoFood
T35759,2025-11-02,C020,P15,2,8000,16000,Takeaway
T35760,2025-11-02,,P15,1,8000,8000,GrabFood
T35761,2025-11-02,C016,P17,2,12000,24000,Takeaway
T35762,2025-11-02,,P11,1,12000,12000,GrabFood
T35763,2025-11-02,,P12,3,45000,135000,Dine-In
T35764,2025-11-02,,P15,2,8000,16000,ShopeeFood
T35765,2025-11-02,,P10,3,15000,45000,GoFood
T35766,2025-11-02,C002,P11,1,12000,12000,Dine-In
T35767,2025-11-02,C014,P11,1,12000,12000,GoFood
T35768,2025-11-02,C011,P14,4,18000,72000,GoFood
T35769,2025-11-02,,P17,1,12000,12000,GoFood
T35770,2025-11-02,C019,P15,4,8000,32000,GoFood
T35771,2025-11-02,C015,P16,1,9000,9000,ShopeeFood
T35772,2025-11-02,C013,P17,2,12000,24000,ShopeeFood
T35773,2025-11-02,,P16,3,9000,27000,ShopeeFood
T35774,2025-11-02,C007,P11,3,12000,36000,Dine-In
T35775,2025-11-02,C007,P16,2,9000,18000,Dine-In
T35776,2025-11-02,C006,P16,4,9000,36000,Dine-In
T35777,2025-11-02,C009,P15,3,8000,24000,GoFood
T35778,2025-11-02,C018,P16,2,9000,18000,Takeaway
T35779,2025-11-02,C011,P15,5,8000,40000,Takeaway
T35780,2025-11-02,C006,P10,4,15000,60000,GrabFood
T35781,2025-11-02,,P10,2,15000,30000,GoFood
T35782,2025-11-02,,P11,3,12000,36000,Dine-In
T35783,2025-11-02,C014,P11,1,12000,12000,Dine-In
T35784,2025-11-02,C010,P17,2,12000,24000,GoFood
T35785,2025-11-02,,P12,1,45000,45000,Dine-In
T35786,2025-11-02,C012,P14,1,18000,18000,ShopeeFood
T35787,2025-11-02,C011,P15,6,8000,48000,ShopeeFood
T35788,2025-11-02,C009,P10,2,15000,30000,GrabFood
T35789,2025-11-02,,P11,1,12000,12000,Takeaway
T35790,2025-11-02,C011,P12,3,45000,135000,ShopeeFood
T35791,2025-11-03,C018,P10,4,15000,60000,GoFood
T35792,2025-11-03,C020,P12,4,45000,180000,Dine-In
T35793,2025-11-03,C014,P14,4,18000,72000,GoFood
T35794,2025-11-03,,P15,3,8000,24000,Dine-In
T35795,2025-11-03,,P15,2,8000,16000,GrabFood
T35796,2025-11-03,C007,P10,4,15000,60000,GoFood
T35797,2025-11-03,C005,P11,3,12000,36000,GoFood
T35798,2025-11-03,C015,P10,1,15000,15000,GoFood
T35799,2025-11-03,C007,P15,3,8000,24000,GoFood
T35800,2025-11-03,C007,P10,2,15000,30000,Takeaway
T35801,2025-11-03,C013,P17,2,12000,24000,GrabFood
T35802,2025-11-03,C015,P12,2,45000,90000,GoFood
T35803,2025-11-03,C015,P17,2,12000,24000,Dine-In
T35804,2025-11-03,C013,P17,4,12000,48000,GoFood
T35805,2025-11-03,C008,P13,1,50000,50000,Takeaway
T35806,2025-11-03,C011,P10,5,15000,75000,Takeaway
T35807,2025-11-03,C003,P16,1,9000,9000,Takeaway
T35808,2025-11-03,C014,P11,3,12000,36000,Dine-In
T35809,2025-11-03,C004,P13,2,50000,100000,ShopeeFood
T35810,2025-11-03,,P15,2,8000,16000,GrabFood
T35811,2025-11-03,C015,P15,2,8000,16000,Dine-In
T35812,2025-11-03,C002,P17,2,12000,24000,GoFood
T35813,2025-11-03,C009,P12,6,45000,270000,Dine-In
T35814,2025-11-03,,P11,5,12000,60000,ShopeeFood
T35815,2025-11-03,C018,P16,4,9000,36000,Takeaway
T35816,2025-11-03,C010,P13,2,50000,100000,Takeaway
T35817,2025-11-03,,P12,3,45000,135000,GrabFood
T35818,2025-11-03,C019,P11,3,12000,36000,Dine-In
T35819,2025-11-03,,P14,6,18000,108000,GoFood
T35820,2025-11-03,C015,P11,2,12000,24000,GrabFood
T35821,2025-11-03,C002,P12,2,45000,90000,ShopeeFood
T35822,2025-11-04,,P10,5,15000,75000,GoFood
T35823,2025-11-04,C016,P13,3,50000,150000,Dine-In
T35824,2025-11-04,C005,P14,5,18000,90000,Dine-In
T35825,2025-11-04,C001,P15,1,8000,8000,GoFood
T35826,2025-11-04,C012,P15,4,8000,32000,GoFood
T35827,2025-11-04,C001,P15,2,8000,16000,GrabFood
T35828,2025-11-04,C009,P13,1,50000,50000,GrabFood
T35829,2025-11-04,,P13,1,50000,50000,ShopeeFood
T35830,2025-11-04,,P10,3,15000,45000,GrabFood
T35831,2025-11-04,C011,P10,10,15000,150000,Takeaway
T35832,2025-11-04,C018,P14,2,18000,36000,GrabFood
T35833,2025-11-04,C020,P13,2,50000,100000,Takeaway
T35834,2025-11-04,C012,P13,2,50000,100000,GoFood
T35835,2025-11-04,C002,P17,4,12000,48000,Dine-In
T35836,2025-11-04,C005,P15,3,8000,24000,Dine-In
T35837,2025-11-04,C016,P11,2,12000,24000,GoFood
T35838,2025-11-04,C013,P10,1,15000,15000,Dine-In
T35839,2025-11-04,C017,P16,1,9000,9000,ShopeeFood
T35840,2025-11-04,C018,P16,6,9000,54000,ShopeeFood
T35841,2025-11-04,C019,P13,5,50000,250000,ShopeeFood
T35842,2025-11-04,C004,P16,2,9000,18000,Dine-In
T35843,2025-11-04,,P11,1,12000,12000,GrabFood
T35844,2025-11-04,C018,P15,3,8000,24000,GrabFood
T35845,2025-11-04,C007,P10,2,15000,30000,GoFood
T35846,2025-11-04,,P14,2,18000,36000,ShopeeFood
T35847,2025-11-04,C011,P12,4,45000,180000,Dine-In
T35848,2025-11-04,C012,P13,3,50000,150000,GoFood
T35849,2025-11-04,,P12,2,45000,90000,Takeaway
T35850,2025-11-04,,P17,1,12000,12000,Takeaway
T35851,2025-11-04,C006,P10,1,15000,15000,GoFood
T35852,2025-11-04,C006,P17,1,12000,12000,Takeaway
T35853,2025-11-04,C010,P15,6,8000,48000,GrabFood
T35854,2025-11-04,C017,P11,3,12000,36000,GoFood
T35855,2025-11-04,C015,P10,2,15000,30000,GoFood
T35856,2025-11-04,,P11,1,12000,12000,GoFood
T35857,2025-11-04,,P16,4,9000,36000,GrabFood
T35858,2025-11-04,,P10,2,15000,30000,Dine-In
T35859,2025-11-04,C001,P16,1,9000,9000,GrabFood
T35860,2025-11-04,C009,P10,3,15000,45000,Takeaway
