response_id,response_date,customer_id,channel_source,nps_score,category,top_complaint,would_recommend,comment_id
NPS-000355,2025-09-11,CUST-937693,apps,8,Passive,harga_mahal,yes,CMT-000355
NPS-000678,2025-09-11,CUST-308001,in_store,0,Detractor,kasir_lama,definitely_no,
NPS-001509,2025-09-11,CUST-591450,apps,7,Passive,tidak_ada_komplain,yes,CMT-001509
NPS-001633,2025-09-11,CUST-488626,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-001675,2025-09-11,CUST-479688,apps,7,Passive,cs_lambat,yes,CMT-001675
NPS-001960,2025-09-11,CUST-764221,apps,7,Passive,tidak_ada_komplain,yes,
NPS-002173,2025-09-11,CUST-187906,apps,9,Promoter,tidak_ada_komplain,yes,CMT-002173
NPS-002482,2025-09-11,CUST-801345,b2b,9,Promoter,cs_lambat,yes,
NPS-003004,2025-09-11,CUST-893557,in_store,9,Promoter,kasir_lama,yes,
NPS-003131,2025-09-11,CUST-182309,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-003332,2025-09-11,CUST-673149,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-003414,2025-09-11,CUST-532396,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-003414
NPS-003434,2025-09-11,CUST-464729,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-004023,2025-09-11,CUST-451076,apps,8,Passive,pengiriman_lambat,yes,CMT-004023
NPS-004925,2025-09-11,CUST-424928,in_store,10,Promoter,kasir_lama,yes,CMT-004925
NPS-005351,2025-09-11,CUST-564119,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-005594,2025-09-11,CUST-711499,in_store,8,Passive,tidak_ada_komplain,yes,CMT-005594
NPS-006663,2025-09-11,CUST-761114,apps,6,Detractor,aplikasi_lambat,no,CMT-006663
NPS-006911,2025-09-11,CUST-434755,b2b,7,Passive,tidak_ada_komplain,yes,CMT-006911
NPS-007636,2025-09-11,CUST-458231,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-007636
NPS-008019,2025-09-11,CUST-804337,apps,7,Passive,kasir_lama,yes,
NPS-008036,2025-09-11,CUST-510766,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-008890,2025-09-11,CUST-142051,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-008890
NPS-009218,2025-09-11,CUST-186552,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-009263,2025-09-11,CUST-797903,in_store,9,Promoter,kasir_lama,yes,CMT-009263
NPS-009333,2025-09-11,CUST-392495,b2b,8,Passive,tidak_ada_komplain,yes,CMT-009333
NPS-009341,2025-09-11,CUST-350604,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-009712,2025-09-11,CUST-694408,apps,0,Detractor,stok_tidak_akurat,definitely_no,
NPS-011174,2025-09-11,CUST-441809,apps,8,Passive,pengiriman_lambat,yes,CMT-011174
NPS-011470,2025-09-11,CUST-238957,apps,8,Passive,kasir_lama,yes,CMT-011470
NPS-011676,2025-09-11,CUST-803876,apps,5,Detractor,stok_tidak_akurat,no,
NPS-011779,2025-09-11,CUST-987387,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-011863,2025-09-11,CUST-267562,apps,7,Passive,aplikasi_lambat,yes,
NPS-000305,2025-09-12,CUST-549825,apps,9,Promoter,pengiriman_lambat,yes,
NPS-000388,2025-09-12,CUST-474441,apps,8,Passive,tidak_ada_komplain,yes,
NPS-000391,2025-09-12,CUST-543726,b2b,9,Promoter,obat_tidak_lengkap,yes,CMT-000391
NPS-000401,2025-09-12,CUST-475852,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-000436,2025-09-12,CUST-530375,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-000436
NPS-000591,2025-09-12,CUST-149814,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-000712,2025-09-12,CUST-236143,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-000712
NPS-000758,2025-09-12,CUST-169066,apps,1,Detractor,stok_tidak_akurat,definitely_no,
NPS-000930,2025-09-12,CUST-173676,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-001157,2025-09-12,CUST-172912,b2b,2,Detractor,cs_lambat,definitely_no,CMT-001157
NPS-001442,2025-09-12,CUST-264388,b2b,6,Detractor,kasir_lama,no,
NPS-001678,2025-09-12,CUST-989845,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-001814,2025-09-12,CUST-728900,apps,9,Promoter,tidak_ada_komplain,yes,CMT-001814
NPS-002184,2025-09-12,CUST-162633,apps,5,Detractor,stok_tidak_akurat,no,CMT-002184
NPS-002838,2025-09-12,CUST-477807,in_store,6,Detractor,kasir_lama,no,
NPS-003498,2025-09-12,CUST-455198,in_store,8,Passive,tidak_ada_komplain,yes,CMT-003498
NPS-003715,2025-09-12,CUST-115623,in_store,6,Detractor,kasir_lama,no,CMT-003715
NPS-003869,2025-09-12,CUST-257155,apps,9,Promoter,tidak_ada_komplain,yes,CMT-003869
NPS-003967,2025-09-12,CUST-611295,b2b,10,Promoter,pengiriman_lambat,yes,
NPS-005385,2025-09-12,CUST-824240,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-005934,2025-09-12,CUST-448893,in_store,9,Promoter,harga_mahal,yes,CMT-005934
NPS-006145,2025-09-12,CUST-337875,apps,9,Promoter,stok_tidak_akurat,yes,
NPS-006685,2025-09-12,CUST-633249,in_store,7,Passive,kasir_lama,yes,CMT-006685
NPS-007287,2025-09-12,CUST-473888,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-007560,2025-09-12,CUST-768984,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-007863,2025-09-12,CUST-765879,in_store,6,Detractor,kasir_lama,no,
NPS-008253,2025-09-12,CUST-947583,in_store,5,Detractor,harga_mahal,no,CMT-008253
NPS-008424,2025-09-12,CUST-579863,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-008926,2025-09-12,CUST-681380,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-009161,2025-09-12,CUST-424978,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-009161
NPS-009407,2025-09-12,CUST-844394,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-009551,2025-09-12,CUST-804125,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-009995,2025-09-12,CUST-529539,in_store,7,Passive,tidak_ada_komplain,yes,CMT-009995
NPS-010538,2025-09-12,CUST-372112,apps,7,Passive,aplikasi_lambat,yes,
NPS-010582,2025-09-12,CUST-313138,apps,7,Passive,tidak_ada_komplain,yes,
NPS-010646,2025-09-12,CUST-706249,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-010958,2025-09-12,CUST-358996,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-011116,2025-09-12,CUST-508815,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-011116
NPS-011427,2025-09-12,CUST-544300,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-011480,2025-09-12,CUST-654869,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-011480
NPS-011700,2025-09-12,CUST-137837,apps,7,Passive,tidak_ada_komplain,yes,CMT-011700
NPS-011808,2025-09-12,CUST-936751,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-000199,2025-09-13,CUST-611836,in_store,7,Passive,tidak_ada_komplain,yes,CMT-000199
NPS-000320,2025-09-13,CUST-455924,in_store,7,Passive,harga_mahal,yes,CMT-000320
NPS-000326,2025-09-13,CUST-588867,apps,5,Detractor,harga_mahal,no,CMT-000326
NPS-000453,2025-09-13,CUST-275852,in_store,7,Passive,tidak_ada_komplain,yes,CMT-000453
NPS-000501,2025-09-13,CUST-269288,in_store,7,Passive,kasir_lama,yes,
NPS-000527,2025-09-13,CUST-185112,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-001664,2025-09-13,CUST-706567,apps,8,Passive,cs_lambat,yes,
NPS-003014,2025-09-13,CUST-251100,apps,6,Detractor,cs_lambat,no,
NPS-003176,2025-09-13,CUST-237211,in_store,8,Passive,tidak_ada_komplain,yes,CMT-003176
NPS-003442,2025-09-13,CUST-262618,in_store,8,Passive,tidak_ada_komplain,yes,CMT-003442
NPS-003946,2025-09-13,CUST-350375,in_store,9,Promoter,aplikasi_lambat,yes,CMT-003946
NPS-003964,2025-09-13,CUST-279685,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-003964
NPS-004147,2025-09-13,CUST-900081,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-004147
NPS-004307,2025-09-13,CUST-272521,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-004307
NPS-005208,2025-09-13,CUST-475299,in_store,7,Passive,tidak_ada_komplain,yes,CMT-005208
NPS-005450,2025-09-13,CUST-834483,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-005450
NPS-006629,2025-09-13,CUST-821178,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-006629
NPS-006701,2025-09-13,CUST-193743,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-007108,2025-09-13,CUST-169794,apps,6,Detractor,stok_tidak_akurat,no,CMT-007108
NPS-007184,2025-09-13,CUST-407161,apps,7,Passive,tidak_ada_komplain,yes,
NPS-007317,2025-09-13,CUST-398763,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-008174,2025-09-13,CUST-758057,apps,6,Detractor,cs_lambat,no,
NPS-009008,2025-09-13,CUST-969069,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-009008
NPS-009999,2025-09-13,CUST-337884,apps,6,Detractor,stok_tidak_akurat,no,
NPS-010096,2025-09-13,CUST-702198,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-010482,2025-09-13,CUST-776695,apps,7,Passive,tidak_ada_komplain,yes,
NPS-010661,2025-09-13,CUST-322974,apps,5,Detractor,stok_tidak_akurat,no,
NPS-010843,2025-09-13,CUST-146821,in_store,8,Passive,tidak_ada_komplain,yes,CMT-010843
NPS-010936,2025-09-13,CUST-141577,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-011267,2025-09-13,CUST-936437,apps,2,Detractor,cs_lambat,definitely_no,CMT-011267
NPS-011398,2025-09-13,CUST-676857,in_store,7,Passive,tidak_ada_komplain,yes,CMT-011398
NPS-011428,2025-09-13,CUST-923625,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-011570,2025-09-13,CUST-566556,apps,6,Detractor,stok_tidak_akurat,no,CMT-011570
NPS-000176,2025-09-14,CUST-436006,in_store,7,Passive,obat_tidak_lengkap,yes,
NPS-001604,2025-09-14,CUST-278152,apps,7,Passive,obat_tidak_lengkap,yes,
NPS-001914,2025-09-14,CUST-733371,in_store,6,Detractor,kasir_lama,no,CMT-001914
NPS-002337,2025-09-14,CUST-430362,apps,3,Detractor,cs_lambat,definitely_no,CMT-002337
NPS-004043,2025-09-14,CUST-930023,apps,4,Detractor,cs_lambat,definitely_no,
NPS-004456,2025-09-14,CUST-898972,in_store,7,Passive,tidak_ada_komplain,yes,CMT-004456
NPS-005007,2025-09-14,CUST-748572,b2b,3,Detractor,kasir_lama,definitely_no,
NPS-005203,2025-09-14,CUST-492058,in_store,0,Detractor,cs_lambat,definitely_no,CMT-005203
NPS-005304,2025-09-14,CUST-357781,in_store,6,Detractor,cs_lambat,no,
NPS-005589,2025-09-14,CUST-771592,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-005743,2025-09-14,CUST-311436,apps,5,Detractor,cs_lambat,no,CMT-005743
NPS-005821,2025-09-14,CUST-285734,apps,6,Detractor,aplikasi_lambat,no,
NPS-005878,2025-09-14,CUST-895399,in_store,5,Detractor,obat_tidak_lengkap,no,
NPS-006085,2025-09-14,CUST-768145,apps,7,Passive,kasir_lama,yes,
NPS-006197,2025-09-14,CUST-300009,in_store,5,Detractor,kasir_lama,no,CMT-006197
NPS-006382,2025-09-14,CUST-865509,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-006914,2025-09-14,CUST-329580,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-006932,2025-09-14,CUST-132293,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-007900,2025-09-14,CUST-680358,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-007900
NPS-008783,2025-09-14,CUST-281276,apps,1,Detractor,stok_tidak_akurat,definitely_no,CMT-008783
NPS-009035,2025-09-14,CUST-733106,apps,2,Detractor,stok_tidak_akurat,definitely_no,
NPS-009092,2025-09-14,CUST-698038,apps,10,Promoter,tidak_ada_komplain,yes,CMT-009092
NPS-009627,2025-09-14,CUST-730567,apps,6,Detractor,aplikasi_lambat,no,CMT-009627
NPS-009921,2025-09-14,CUST-864822,in_store,9,Promoter,pengiriman_lambat,yes,CMT-009921
NPS-010028,2025-09-14,CUST-870750,in_store,9,Promoter,kasir_lama,yes,
NPS-010555,2025-09-14,CUST-986239,in_store,7,Passive,tidak_ada_komplain,yes,CMT-010555
NPS-011024,2025-09-14,CUST-190691,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-011062,2025-09-14,CUST-841807,in_store,8,Passive,harga_mahal,yes,
NPS-011760,2025-09-14,CUST-811158,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-000445,2025-09-15,CUST-199195,apps,3,Detractor,cs_lambat,definitely_no,
NPS-001753,2025-09-15,CUST-304244,apps,8,Passive,tidak_ada_komplain,yes,CMT-001753
NPS-002143,2025-09-15,CUST-639856,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-002287,2025-09-15,CUST-273092,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-002430,2025-09-15,CUST-936490,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-003143,2025-09-15,CUST-735017,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-004595,2025-09-15,CUST-348550,apps,7,Passive,tidak_ada_komplain,yes,CMT-004595
NPS-004897,2025-09-15,CUST-209875,apps,8,Passive,tidak_ada_komplain,yes,
NPS-005513,2025-09-15,CUST-797343,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-005629,2025-09-15,CUST-728977,b2b,6,Detractor,harga_mahal,no,
NPS-005689,2025-09-15,CUST-691830,apps,10,Promoter,kasir_lama,yes,CMT-005689
NPS-006492,2025-09-15,CUST-129698,in_store,9,Promoter,pengiriman_lambat,yes,CMT-006492
NPS-006513,2025-09-15,CUST-511359,b2b,7,Passive,obat_tidak_lengkap,yes,
NPS-007199,2025-09-15,CUST-744253,in_store,8,Passive,aplikasi_lambat,yes,CMT-007199
NPS-007971,2025-09-15,CUST-537363,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-008331,2025-09-15,CUST-169825,in_store,10,Promoter,pengiriman_lambat,yes,CMT-008331
NPS-008868,2025-09-15,CUST-315312,apps,10,Promoter,tidak_ada_komplain,yes,CMT-008868
NPS-009093,2025-09-15,CUST-940470,apps,10,Promoter,pengiriman_lambat,yes,
NPS-010632,2025-09-15,CUST-587042,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-010632
NPS-010739,2025-09-15,CUST-389596,apps,7,Passive,tidak_ada_komplain,yes,
NPS-010822,2025-09-15,CUST-638562,apps,10,Promoter,tidak_ada_komplain,yes,CMT-010822
NPS-011955,2025-09-15,CUST-902536,in_store,9,Promoter,aplikasi_lambat,yes,
NPS-000059,2025-09-16,CUST-293600,b2b,1,Detractor,cs_lambat,definitely_no,
NPS-000432,2025-09-16,CUST-936307,apps,9,Promoter,aplikasi_lambat,yes,
NPS-000714,2025-09-16,CUST-768163,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-000961,2025-09-16,CUST-783563,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-001160,2025-09-16,CUST-992084,apps,9,Promoter,obat_tidak_lengkap,yes,CMT-001160
NPS-002028,2025-09-16,CUST-901045,in_store,3,Detractor,obat_tidak_lengkap,definitely_no,
NPS-002204,2025-09-16,CUST-417011,in_store,5,Detractor,harga_mahal,no,CMT-002204
NPS-002259,2025-09-16,CUST-608975,apps,2,Detractor,stok_tidak_akurat,definitely_no,CMT-002259
NPS-002453,2025-09-16,CUST-799880,apps,5,Detractor,harga_mahal,no,
NPS-002517,2025-09-16,CUST-647600,b2b,9,Promoter,tidak_ada_komplain,yes,CMT-002517
NPS-004203,2025-09-16,CUST-948317,apps,8,Passive,tidak_ada_komplain,yes,
NPS-004556,2025-09-16,CUST-103871,apps,8,Passive,cs_lambat,yes,
NPS-004599,2025-09-16,CUST-423853,apps,2,Detractor,cs_lambat,definitely_no,CMT-004599
NPS-004957,2025-09-16,CUST-341307,in_store,9,Promoter,aplikasi_lambat,yes,
NPS-005047,2025-09-16,CUST-681353,apps,7,Passive,tidak_ada_komplain,yes,
NPS-005461,2025-09-16,CUST-823262,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-005740,2025-09-16,CUST-104969,apps,8,Passive,tidak_ada_komplain,yes,
NPS-005867,2025-09-16,CUST-524622,apps,4,Detractor,cs_lambat,definitely_no,
NPS-005978,2025-09-16,CUST-960177,in_store,1,Detractor,kasir_lama,definitely_no,
NPS-007492,2025-09-16,CUST-211716,apps,4,Detractor,stok_tidak_akurat,definitely_no,
NPS-007759,2025-09-16,CUST-807212,apps,9,Promoter,obat_tidak_lengkap,yes,
NPS-007783,2025-09-16,CUST-443228,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-008071,2025-09-16,CUST-179720,in_store,7,Passive,harga_mahal,yes,
NPS-009018,2025-09-16,CUST-485272,in_store,6,Detractor,kasir_lama,no,
NPS-009839,2025-09-16,CUST-746972,apps,8,Passive,tidak_ada_komplain,yes,
NPS-010108,2025-09-16,CUST-711119,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-010108
NPS-010508,2025-09-16,CUST-207976,b2b,8,Passive,harga_mahal,yes,
NPS-010788,2025-09-16,CUST-761150,apps,10,Promoter,harga_mahal,yes,
NPS-010833,2025-09-16,CUST-436233,apps,8,Passive,harga_mahal,yes,
NPS-011330,2025-09-16,CUST-334746,apps,7,Passive,tidak_ada_komplain,yes,
NPS-011692,2025-09-16,CUST-484486,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011692
NPS-000211,2025-09-17,CUST-108863,b2b,8,Passive,pengiriman_lambat,yes,
NPS-000370,2025-09-17,CUST-867977,in_store,2,Detractor,kasir_lama,definitely_no,CMT-000370
NPS-000675,2025-09-17,CUST-404618,apps,4,Detractor,aplikasi_lambat,definitely_no,
NPS-001169,2025-09-17,CUST-191342,in_store,10,Promoter,kasir_lama,yes,
NPS-001600,2025-09-17,CUST-355737,apps,6,Detractor,harga_mahal,no,
NPS-002069,2025-09-17,CUST-687736,apps,7,Passive,tidak_ada_komplain,yes,
NPS-002792,2025-09-17,CUST-367273,in_store,8,Passive,harga_mahal,yes,
NPS-003147,2025-09-17,CUST-589574,apps,4,Detractor,stok_tidak_akurat,definitely_no,
NPS-004363,2025-09-17,CUST-624861,in_store,5,Detractor,obat_tidak_lengkap,no,
NPS-004869,2025-09-17,CUST-578566,apps,6,Detractor,stok_tidak_akurat,no,
NPS-005323,2025-09-17,CUST-256312,in_store,6,Detractor,kasir_lama,no,
NPS-005780,2025-09-17,CUST-598910,in_store,6,Detractor,harga_mahal,no,
NPS-005914,2025-09-17,CUST-707651,in_store,7,Passive,tidak_ada_komplain,yes,CMT-005914
NPS-006415,2025-09-17,CUST-167925,apps,10,Promoter,harga_mahal,yes,CMT-006415
NPS-007297,2025-09-17,CUST-433898,in_store,5,Detractor,harga_mahal,no,
NPS-007407,2025-09-17,CUST-459588,apps,2,Detractor,aplikasi_lambat,definitely_no,
NPS-007570,2025-09-17,CUST-955368,apps,9,Promoter,tidak_ada_komplain,yes,CMT-007570
NPS-007934,2025-09-17,CUST-585317,in_store,5,Detractor,kasir_lama,no,
NPS-008240,2025-09-17,CUST-922329,in_store,8,Passive,tidak_ada_komplain,yes,CMT-008240
NPS-008347,2025-09-17,CUST-299139,apps,6,Detractor,cs_lambat,no,CMT-008347
NPS-009206,2025-09-17,CUST-497377,apps,8,Passive,harga_mahal,yes,CMT-009206
NPS-009429,2025-09-17,CUST-759257,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-009631,2025-09-17,CUST-632049,in_store,8,Passive,cs_lambat,yes,
NPS-010191,2025-09-17,CUST-557085,apps,8,Passive,harga_mahal,yes,CMT-010191
NPS-010989,2025-09-17,CUST-455914,apps,9,Promoter,cs_lambat,yes,CMT-010989
NPS-011019,2025-09-17,CUST-844779,b2b,0,Detractor,obat_tidak_lengkap,definitely_no,CMT-011019
NPS-011935,2025-09-17,CUST-654675,in_store,8,Passive,cs_lambat,yes,
NPS-000197,2025-09-18,CUST-887472,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-000533,2025-09-18,CUST-327464,apps,6,Detractor,stok_tidak_akurat,no,
NPS-000774,2025-09-18,CUST-631727,apps,10,Promoter,tidak_ada_komplain,yes,CMT-000774
NPS-001280,2025-09-18,CUST-799513,in_store,9,Promoter,stok_tidak_akurat,yes,CMT-001280
NPS-001288,2025-09-18,CUST-442702,in_store,4,Detractor,harga_mahal,definitely_no,
NPS-001334,2025-09-18,CUST-953523,apps,0,Detractor,harga_mahal,definitely_no,
NPS-002157,2025-09-18,CUST-535086,apps,2,Detractor,cs_lambat,definitely_no,CMT-002157
NPS-002210,2025-09-18,CUST-959943,in_store,6,Detractor,obat_tidak_lengkap,no,CMT-002210
NPS-002357,2025-09-18,CUST-919181,in_store,10,Promoter,stok_tidak_akurat,yes,
NPS-003486,2025-09-18,CUST-274981,apps,5,Detractor,cs_lambat,no,
NPS-004063,2025-09-18,CUST-581189,b2b,2,Detractor,kasir_lama,definitely_no,
NPS-004755,2025-09-18,CUST-936162,in_store,9,Promoter,aplikasi_lambat,yes,CMT-004755
NPS-005205,2025-09-18,CUST-967403,in_store,3,Detractor,obat_tidak_lengkap,definitely_no,
NPS-005232,2025-09-18,CUST-662476,in_store,9,Promoter,aplikasi_lambat,yes,
NPS-005253,2025-09-18,CUST-665627,in_store,8,Passive,tidak_ada_komplain,yes,CMT-005253
NPS-005791,2025-09-18,CUST-734733,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-006507,2025-09-18,CUST-721359,in_store,8,Passive,pengiriman_lambat,yes,CMT-006507
NPS-007729,2025-09-18,CUST-585761,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-007931,2025-09-18,CUST-269816,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-008018,2025-09-18,CUST-642209,b2b,4,Detractor,kasir_lama,definitely_no,CMT-008018
NPS-008295,2025-09-18,CUST-136811,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-008335,2025-09-18,CUST-147780,apps,2,Detractor,harga_mahal,definitely_no,CMT-008335
NPS-008450,2025-09-18,CUST-469327,in_store,7,Passive,tidak_ada_komplain,yes,CMT-008450
NPS-008732,2025-09-18,CUST-940068,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-010154,2025-09-18,CUST-679612,b2b,7,Passive,pengiriman_lambat,yes,
NPS-010199,2025-09-18,CUST-995787,apps,10,Promoter,tidak_ada_komplain,yes,CMT-010199
NPS-010488,2025-09-18,CUST-373327,in_store,7,Passive,obat_tidak_lengkap,yes,
NPS-010565,2025-09-18,CUST-443439,apps,4,Detractor,stok_tidak_akurat,definitely_no,
NPS-010686,2025-09-18,CUST-632571,in_store,9,Promoter,stok_tidak_akurat,yes,
NPS-010827,2025-09-18,CUST-591702,in_store,7,Passive,cs_lambat,yes,CMT-010827
NPS-011363,2025-09-18,CUST-197397,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-011363
NPS-011686,2025-09-18,CUST-141821,b2b,5,Detractor,obat_tidak_lengkap,no,
NPS-011929,2025-09-18,CUST-813279,apps,8,Passive,tidak_ada_komplain,yes,CMT-011929
NPS-000881,2025-09-19,CUST-310013,apps,10,Promoter,tidak_ada_komplain,yes,CMT-000881
NPS-001777,2025-09-19,CUST-654538,in_store,8,Passive,obat_tidak_lengkap,yes,CMT-001777
NPS-001961,2025-09-19,CUST-500415,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-002661,2025-09-19,CUST-503465,apps,6,Detractor,aplikasi_lambat,no,
NPS-002788,2025-09-19,CUST-746809,apps,8,Passive,tidak_ada_komplain,yes,CMT-002788
NPS-002930,2025-09-19,CUST-343095,b2b,6,Detractor,harga_mahal,no,
NPS-004269,2025-09-19,CUST-593940,in_store,7,Passive,tidak_ada_komplain,yes,CMT-004269
NPS-004923,2025-09-19,CUST-960516,in_store,10,Promoter,obat_tidak_lengkap,yes,
NPS-004929,2025-09-19,CUST-236908,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-005315,2025-09-19,CUST-171331,in_store,5,Detractor,kasir_lama,no,CMT-005315
NPS-005603,2025-09-19,CUST-271848,in_store,4,Detractor,cs_lambat,definitely_no,CMT-005603
NPS-006084,2025-09-19,CUST-704024,in_store,8,Passive,cs_lambat,yes,
NPS-006269,2025-09-19,CUST-538795,apps,9,Promoter,tidak_ada_komplain,yes,CMT-006269
NPS-006924,2025-09-19,CUST-343185,in_store,8,Passive,tidak_ada_komplain,yes,CMT-006924
NPS-006997,2025-09-19,CUST-696275,in_store,8,Passive,stok_tidak_akurat,yes,CMT-006997
NPS-007049,2025-09-19,CUST-450051,apps,6,Detractor,aplikasi_lambat,no,
NPS-007475,2025-09-19,CUST-521810,in_store,3,Detractor,obat_tidak_lengkap,definitely_no,
NPS-007861,2025-09-19,CUST-539872,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-007861
NPS-007893,2025-09-19,CUST-668900,apps,7,Passive,harga_mahal,yes,CMT-007893
NPS-008255,2025-09-19,CUST-946905,apps,9,Promoter,cs_lambat,yes,CMT-008255
NPS-008689,2025-09-19,CUST-410578,apps,0,Detractor,aplikasi_lambat,definitely_no,
NPS-008739,2025-09-19,CUST-236288,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-008808,2025-09-19,CUST-410842,apps,9,Promoter,harga_mahal,yes,CMT-008808
NPS-009227,2025-09-19,CUST-465914,in_store,7,Passive,tidak_ada_komplain,yes,CMT-009227
NPS-009373,2025-09-19,CUST-668739,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-009454,2025-09-19,CUST-711048,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-009545,2025-09-19,CUST-814202,in_store,7,Passive,tidak_ada_komplain,yes,CMT-009545
NPS-010354,2025-09-19,CUST-435322,apps,6,Detractor,cs_lambat,no,CMT-010354
NPS-010424,2025-09-19,CUST-863378,apps,10,Promoter,cs_lambat,yes,
NPS-010750,2025-09-19,CUST-874079,apps,6,Detractor,harga_mahal,no,
NPS-011096,2025-09-19,CUST-618876,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-011101,2025-09-19,CUST-180954,apps,8,Passive,tidak_ada_komplain,yes,CMT-011101
NPS-011142,2025-09-19,CUST-187582,b2b,8,Passive,obat_tidak_lengkap,yes,CMT-011142
NPS-011205,2025-09-19,CUST-530335,b2b,6,Detractor,cs_lambat,no,
NPS-011278,2025-09-19,CUST-222317,apps,9,Promoter,tidak_ada_komplain,yes,CMT-011278
NPS-011888,2025-09-19,CUST-353108,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-000022,2025-09-20,CUST-438743,in_store,8,Passive,tidak_ada_komplain,yes,CMT-000022
NPS-000030,2025-09-20,CUST-155769,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-000349,2025-09-20,CUST-148175,in_store,10,Promoter,obat_tidak_lengkap,yes,
NPS-000472,2025-09-20,CUST-244238,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-001275,2025-09-20,CUST-770455,apps,3,Detractor,cs_lambat,definitely_no,
